candidate_id,source,signature,clean__method,scale__method,pca__n_components,model__n_neighbors,model__metric,params_json,stage,cv_mean_accuracy,cv_std_accuracy,mean_removed_rows,total_fit_seconds,completed_folds
stage3_005,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",lof_0.03,robust,40,4,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",stage3_local_cv,0.7911249999999999,0.008238628526642033,192.0,6.135000000000001,5
stage3_713,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",lof_0.05,robust,64,4,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",stage3_local_cv,0.790875,0.008719590013297614,320.0,7.285,5
stage3_761,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",none,robust,64,4,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",stage3_local_cv,0.7906250000000001,0.0055901699437494595,0.0,5.845,5
stage3_461,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",tomek,standard,52,4,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.790625,0.005332682251925399,160.0,7.482,5
stage3_037,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",lof_0.03,robust,52,2,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.7905000000000001,0.0030465144017384886,192.0,6.964,5
stage3_397,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",tomek,robust,52,2,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.790375,0.00647832925992498,160.0,7.92,5
stage3_649,stage3_seed_3,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",lof_0.03,robust,60,2,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.7903749999999999,0.010507437841833745,192.0,8.388,5
stage3_325,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",none,standard,48,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.790125,0.008085480814398088,0.0,3.8419999999999996,5
stage3_349,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",none,standard,56,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.790125,0.007648529270389191,0.0,4.6,5
stage3_277,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",none,robust,52,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.790125,0.0039011216335818047,0.0,4.613,5
stage3_165,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",lof_0.05,robust,52,6,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.7899999999999999,0.009666307464590613,320.0,6.471,5
stage3_457,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",tomek,standard,52,2,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.789625,0.004653627617246555,160.0,7.638999999999999,5
stage3_125,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",lof_0.05,robust,40,4,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",stage3_local_cv,0.789625,0.0060544405191561654,320.0,6.0120000000000005,5
stage3_677,stage3_seed_3,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",lof_0.03,standard,60,4,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",stage3_local_cv,0.7895,0.007939222254100186,192.0,6.893000000000001,5
stage3_265,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",none,robust,48,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.7891250000000001,0.005923997805536397,0.0,4.585,5
stage3_725,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",lof_0.05,standard,60,4,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",stage3_local_cv,0.789125,0.0044826052692602675,320.0,7.491,5
stage3_305,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",none,standard,40,4,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.7889999999999999,0.00831602368923995,0.0,3.3830000000000005,5
stage3_377,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",tomek,robust,44,4,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",stage3_local_cv,0.7887500000000001,0.009362491655536993,160.0,7.77,5
stage3_025,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",lof_0.03,robust,48,2,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.7885,0.005709093623334608,192.0,6.6000000000000005,5
stage3_385,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",tomek,robust,48,2,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.788375,0.0035266839949164835,160.0,8.35,5
stage3_205,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",lof_0.05,standard,48,2,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.788375,0.006668489334174576,320.0,6.5680000000000005,5
stage3_145,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",lof_0.05,robust,48,2,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.78825,0.005801400692936151,320.0,6.462,5
stage3_521,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",lof_0.03,standard,36,4,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",stage3_local_cv,0.7881250000000001,0.006696547617989441,192.0,6.187,5
stage3_773,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",none,standard,60,4,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",stage3_local_cv,0.788125,0.006880679472261423,0.0,4.745,5
stage3_217,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",lof_0.05,standard,52,2,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.788,0.004599592373243512,320.0,6.0520000000000005,5
stage3_785,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",none,standard,64,4,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",stage3_local_cv,0.787875,0.005193144519460256,0.0,5.059,5
stage3_313,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",none,standard,44,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",stage3_local_cv,0.787625,0.0050836748519156915,0.0,4.356,5
stage3_185,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",lof_0.05,standard,40,4,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.787625,0.004990616194419262,320.0,5.657,5
stage3_737,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",lof_0.05,standard,64,4,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",stage3_local_cv,0.787625,0.005353153276340961,320.0,7.634,5
stage3_073,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",lof_0.03,standard,44,2,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""standard""}",stage3_local_cv,0.7875,0.008071942145481476,192.0,5.891000000000001,5
stage3_245,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",none,robust,40,4,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",stage3_local_cv,0.787125,0.005024937810560414,0.0,5.722999999999999,5
stage3_133,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",lof_0.05,robust,44,2,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",stage3_local_cv,0.7871249999999999,0.0041003048667141925,320.0,5.8870000000000005,5
stage3_445,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",tomek,standard,48,2,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.7869999999999999,0.004974937185533114,160.0,8.532,5
stage3_253,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",none,robust,44,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 44, ""scale__method"": ""robust""}",stage3_local_cv,0.786875,0.0043839194791875594,0.0,5.001,5
stage3_497,stage3_seed_1,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""robust""}",lof_0.03,robust,36,4,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""robust""}",stage3_local_cv,0.786875,0.006661456297237099,192.0,7.02,5
